# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.292302622459828854e-04 2.500052812500000000e+05 8.445608125000000000e+05 1.222617866005748510e-04 2.500052812500000000e+05 8.445608125000000000e+05
1.000000000000000000e+03 4.776520729064941406e+00 2.458855312500000000e+05 8.383656875000000000e+05 4.060203075408935547e+00 2.458855312500000000e+05 8.383656875000000000e+05
2.000000000000000000e+03 7.156288623809814453e-01 2.435419062500000000e+05 8.330160625000000000e+05 5.105695128440856934e-01 2.435419062500000000e+05 8.330160625000000000e+05
3.000000000000000000e+03 1.141020655632019043e-01 2.422256562500000000e+05 8.303413125000000000e+05 7.709487527608871460e-02 2.422256562500000000e+05 8.303413125000000000e+05
4.000000000000000000e+03 2.590879052877426147e-02 2.410704062500000000e+05 8.281328750000000000e+05 1.713618636131286621e-02 2.410704062500000000e+05 8.281328750000000000e+05
5.000000000000000000e+03 7.098651956766843796e-03 2.399628750000000000e+05 8.260525000000000000e+05 4.649091511964797974e-03 2.399628750000000000e+05 8.260525000000000000e+05
6.000000000000000000e+03 2.148197731003165245e-03 2.388745937500000000e+05 8.240200000000000000e+05 1.400412060320377350e-03 2.388745937500000000e+05 8.240200000000000000e+05
7.000000000000000000e+03 6.865115719847381115e-04 2.377957031250000000e+05 8.220090000000000000e+05 4.466952814254909754e-04 2.377957031250000000e+05 8.220090000000000000e+05
8.000000000000000000e+03 2.262259076815098524e-04 2.367224531250000000e+05 8.200091875000000000e+05 1.471497525926679373e-04 2.367224531250000000e+05 8.200091875000000000e+05
9.000000000000000000e+03 7.586960418848320842e-05 2.356530781250000000e+05 8.180160625000000000e+05 4.937670018989592791e-05 2.356530781250000000e+05 8.180160625000000000e+05
1.000000000000000000e+04 2.570853939687367529e-05 2.345867500000000000e+05 8.160273750000000000e+05 1.674879604252055287e-05 2.345867500000000000e+05 8.160273750000000000e+05
1.100000000000000000e+04 8.767660801822785288e-06 2.335230000000000000e+05 8.140418125000000000e+05 5.718675311072729528e-06 2.335230000000000000e+05 8.140418125000000000e+05
1.200000000000000000e+04 3.002060338985756971e-06 2.324619062500000000e+05 8.120591250000000000e+05 1.960760528163518757e-06 2.324619062500000000e+05 8.120591250000000000e+05
1.300000000000000000e+04 1.031269448503735475e-06 2.314032968750000000e+05 8.100793750000000000e+05 6.743832159372686874e-07 2.314032968750000000e+05 8.100793750000000000e+05
1.400000000000000000e+04 3.552036673681868706e-07 2.303471562500000000e+05 8.081021875000000000e+05 2.326431882693213993e-07 2.303471562500000000e+05 8.081021875000000000e+05
1.500000000000000000e+04 1.226625698791394825e-07 2.292935000000000000e+05 8.061275625000000000e+05 8.039233279077961924e-08 2.292935000000000000e+05 8.061275625000000000e+05
1.600000000000000000e+04 4.244970597255814937e-08 2.282422812500000000e+05 8.041554375000000000e+05 2.785682617911788839e-08 2.282422812500000000e+05 8.041554375000000000e+05
1.700000000000000000e+04 1.470872490472174832e-08 2.271935000000000000e+05 8.021856250000000000e+05 9.648201348966267688e-09 2.271935000000000000e+05 8.021856250000000000e+05
1.800000000000000000e+04 5.094274335704085388e-09 2.261471250000000000e+05 8.002185000000000000e+05 3.339245768785303881e-09 2.261471250000000000e+05 8.002185000000000000e+05
1.900000000000000000e+04 1.758660328476935319e-09 2.251032031250000000e+05 7.982536250000000000e+05 1.150915363012927628e-09 2.251032031250000000e+05 7.982536250000000000e+05
2.000000000000000000e+04 5.739649311387040598e-10 2.240616718750000000e+05 7.962913750000000000e+05 3.688472582918933540e-10 2.240616718750000000e+05 7.962913750000000000e+05
2.000000000000000000e+04 5.739649311387040598e-10 2.240616718750000000e+05 7.962913750000000000e+05 3.688472582918933540e-10 2.240616718750000000e+05 7.962913750000000000e+05
2.001200000000000000e+04 5.739649311387040598e-10 2.240616718750000000e+05 7.962913750000000000e+05 3.688472582918933540e-10 2.240616718750000000e+05 7.962913750000000000e+05
