rho_l,rho_s,k_l,k_s,cp_l,cp_s,Surr_temp,L_fusion,temp_init,heat_transfer_coefficient_left,heat_transfer_coefficient_right,Lowest_Niyama
2760.0,3000.0,98.88,113.3,954.8100000000001,967.0,626.0,400670.0,1408.0,13.0,13.0,0.6442787529651355
2842.8,3000.0,98.88,113.3,954.8100000000001,967.0,626.0,400670.0,880.0,10.0,11.0,0.0011840256617564272
2760.0,3090.0,98.88,113.3,954.8100000000001,967.0,626.0,400670.0,880.0,10.0,11.0,0.0011023631810608545
2842.8,3090.0,98.88,113.3,954.8100000000001,967.0,626.0,400670.0,1408.0,13.0,13.0,0.6603459166618526
2760.0,3000.0,96.0,110.0,927.0,996.01,626.0,400670.0,1408.0,13.0,13.0,0.6901956749594115
2842.8,3000.0,96.0,110.0,927.0,996.01,626.0,400670.0,880.0,10.0,11.0,0.0012570881625057788
2760.0,3090.0,96.0,110.0,927.0,996.01,626.0,400670.0,880.0,10.0,11.0,0.0007660893683559087
2842.8,3090.0,96.0,110.0,927.0,996.01,626.0,400670.0,1408.0,13.0,13.0,0.7074079248455086
2760.0,3000.0,98.88,110.0,927.0,996.01,626.0,400670.0,880.0,10.0,13.0,0.00033319414110128564
2842.8,3000.0,98.88,110.0,927.0,996.01,626.0,400670.0,1408.0,13.0,11.0,0.0003894167241877467
2760.0,3090.0,98.88,110.0,927.0,996.01,626.0,400670.0,1408.0,13.0,11.0,0.0012622125656998903
2842.8,3090.0,98.88,110.0,927.0,996.01,626.0,400670.0,880.0,10.0,13.0,0.00034150340907454
2760.0,3000.0,96.0,113.3,927.0,996.01,626.0,400670.0,880.0,13.0,11.0,0.00014825674915064715
2842.8,3000.0,96.0,113.3,927.0,996.01,626.0,400670.0,1408.0,10.0,13.0,0.001623662341205765
2760.0,3090.0,96.0,113.3,927.0,996.01,626.0,400670.0,1408.0,10.0,13.0,0.0022525085592040943
2842.8,3090.0,96.0,113.3,927.0,996.01,626.0,400670.0,880.0,13.0,11.0,0.0001519540082124798
2760.0,3000.0,98.88,113.3,927.0,996.01,626.0,400670.0,1408.0,10.0,11.0,0.0007605144686743864
2842.8,3000.0,98.88,113.3,927.0,996.01,626.0,400670.0,880.0,13.0,13.0,0.8287264134111358
2760.0,3090.0,98.88,113.3,927.0,996.01,626.0,400670.0,880.0,13.0,13.0,0.603481828987052
2842.8,3090.0,98.88,113.3,927.0,996.01,626.0,400670.0,1408.0,10.0,11.0,0.00077948036307488
2760.0,3000.0,96.0,110.0,954.8100000000001,996.01,626.0,400670.0,1408.0,10.0,11.0,9.758082299364957e-06
2842.8,3000.0,96.0,110.0,954.8100000000001,996.01,626.0,400670.0,880.0,13.0,13.0,0.8513898220052146
2760.0,3090.0,96.0,110.0,954.8100000000001,996.01,626.0,400670.0,880.0,13.0,13.0,0.6032706582037356
2842.8,3090.0,96.0,110.0,954.8100000000001,996.01,626.0,400670.0,1408.0,10.0,11.0,1.0001431478502668e-05
2760.0,3000.0,98.88,110.0,954.8100000000001,996.01,626.0,400670.0,880.0,13.0,11.0,7.775205803912102e-05
2842.8,3000.0,98.88,110.0,954.8100000000001,996.01,626.0,400670.0,1408.0,10.0,13.0,0.001578269858764606
2760.0,3090.0,98.88,110.0,954.8100000000001,996.01,626.0,400670.0,1408.0,10.0,13.0,0.0001454601096924413
2842.8,3090.0,98.88,110.0,954.8100000000001,996.01,626.0,400670.0,880.0,13.0,11.0,7.969105577654727e-05
2760.0,3000.0,96.0,113.3,954.8100000000001,996.01,626.0,400670.0,880.0,10.0,13.0,0.0013416081398585948
2842.8,3000.0,96.0,113.3,954.8100000000001,996.01,626.0,400670.0,1408.0,13.0,11.0,0.0014436965793268744
2760.0,3090.0,96.0,113.3,954.8100000000001,996.01,626.0,400670.0,1408.0,13.0,11.0,0.001226291339597149
2842.8,3090.0,96.0,113.3,954.8100000000001,996.01,626.0,400670.0,880.0,10.0,13.0,0.0013750654555014753
2760.0,3000.0,98.88,113.3,954.8100000000001,996.01,626.0,400670.0,1408.0,13.0,13.0,0.662606064396907
2842.8,3000.0,98.88,113.3,954.8100000000001,996.01,626.0,400670.0,880.0,10.0,11.0,0.00026105366994323383
2760.0,3090.0,98.88,113.3,954.8100000000001,996.01,626.0,400670.0,880.0,10.0,11.0,0.00028120482713650486
2842.8,3090.0,98.88,113.3,954.8100000000001,996.01,626.0,400670.0,1408.0,13.0,13.0,0.6791302785730009
2801.4,3045.0,97.44,111.65,940.905,981.505,469.5,394835.0,1144.0,11.5,12.0,0.3118007812155604
